title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,category,search_term
Toothbrush - Amazon Product,Plastic,0.9,Ship,Low,C,5.4,France,health_beauty,toothbrush
Hat - Amazon Product,Other,0.65,Ship,Low,C,1.95,Vietnam,clothing,hat
Kitchen Scale - Amazon Product,Plastic,2.57,Ship,Low,D,15.42,Germany,home_kitchen,kitchen scale
Tent - Amazon Product,Plastic,8.58,Ship,Low,D,51.48,China,sports_outdoors,tent
Vitamin - Amazon Product,Glass,0.14,Ship,High,B,0.12,USA,health_beauty,vitamin
Phone Case - Amazon Product,Plastic,2.09,Air,Low,F,18.81,Japan,electronics,phone case
Dumbbell - Amazon Product,Rubber,6.89,Ship,Low,D,22.05,China,sports_outdoors,dumbbell
Cutting Board - Amazon Product,Wood,1.96,Ship,Medium,B,0.78,UK,home_kitchen,cutting board
Dress - Amazon Product,Polyester,1.81,Ship,Medium,D,17.2,China,clothing,dress
Wallet - Amazon Product,Cotton,0.83,Ship,Medium,C,4.9,China,clothing,wallet
Razor - Amazon Product,Plastic,0.61,Ship,Low,C,3.66,China,health_beauty,razor
Cushion - Amazon Product,Glass,1.98,Ship,High,B,1.68,China,home_kitchen,cushion
Backpack - Amazon Product,Other,0.62,Ship,Low,C,1.86,Bangladesh,clothing,backpack
Art Supplies - Amazon Product,Wood,1.82,Ship,Medium,B,0.73,UK,books_media,art supplies
Sunscreen - Amazon Product,Paper,0.79,Ship,High,A+,0.87,USA,health_beauty,sunscreen
Jeans - Amazon Product,Polyester,0.79,Ship,Medium,D,7.51,Bangladesh,clothing,jeans
Puzzle - Amazon Product,Paper,1.03,Ship,High,A,1.13,China,books_media,puzzle
Sleeping Bag - Amazon Product,Steel,6.49,Ship,High,C,16.23,Germany,sports_outdoors,sleeping bag
Puzzle - Amazon Product,Paper,0.74,Ship,High,A+,0.81,UK,books_media,puzzle
Camera - Amazon Product,Steel,2.58,Air,High,D,9.68,South Korea,electronics,camera
Camera - Amazon Product,Steel,1.74,Air,High,D,6.53,Japan,electronics,camera
Perfume - Amazon Product,Glass,0.75,Ship,High,B,0.64,China,health_beauty,perfume
Lamp - Amazon Product,Plastic,1.07,Ship,Low,D,6.42,Germany,home_kitchen,lamp
Laptop - Amazon Product,Plastic,0.85,Air,Low,D,7.65,Japan,electronics,laptop
Bike Helmet - Amazon Product,Steel,6.4,Ship,High,C,16.0,USA,sports_outdoors,bike helmet
Backpack - Amazon Product,Rubber,7.74,Ship,Low,D,24.77,China,sports_outdoors,backpack
Water Bottle - Amazon Product,Wood,0.9,Ship,Medium,A,0.36,UK,home_kitchen,water bottle
Blanket - Amazon Product,Wood,1.33,Ship,Medium,B,0.53,UK,home_kitchen,blanket
Speaker - Amazon Product,Steel,1.33,Air,High,D,4.99,Japan,electronics,speaker
Water Bottle - Amazon Product,Plastic,1.98,Ship,Low,D,11.88,UK,home_kitchen,water bottle
Notebook - Amazon Product,Plastic,1.44,Ship,Low,D,8.64,UK,books_media,notebook
T-Shirt - Amazon Product,Polyester,0.86,Ship,Medium,D,8.17,China,clothing,t-shirt
Blanket - Amazon Product,Plastic,1.2,Ship,Low,D,7.2,Germany,home_kitchen,blanket
Phone Case - Amazon Product,Plastic,1.62,Air,Low,F,14.58,China,electronics,phone case
Razor - Amazon Product,Plastic,0.79,Ship,Low,C,4.74,China,health_beauty,razor
Razor - Amazon Product,Glass,0.47,Ship,High,B,0.4,France,health_beauty,razor
Laptop - Amazon Product,Plastic,1.4,Air,Low,F,12.6,China,electronics,laptop
Bike Helmet - Amazon Product,Rubber,1.37,Ship,Low,D,4.38,China,sports_outdoors,bike helmet
Tablet - Amazon Product,Aluminum,0.6,Air,High,C,10.35,Japan,electronics,tablet
Dress - Amazon Product,Polyester,0.15,Ship,Medium,D,1.43,Vietnam,clothing,dress
Charger - Amazon Product,Plastic,4.14,Air,Low,F,37.26,South Korea,electronics,charger
Running Shoes - Amazon Product,Rubber,3.23,Ship,Low,D,10.34,Germany,sports_outdoors,running shoes
Coffee Mug - Amazon Product,Wood,0.68,Ship,Medium,A,0.27,Germany,home_kitchen,coffee mug
Mouse - Amazon Product,Aluminum,4.47,Air,High,D,77.11,Japan,electronics,mouse
Running Shoes - Amazon Product,Rubber,4.38,Ship,Low,D,14.02,USA,sports_outdoors,running shoes
Calculator - Amazon Product,Plastic,1.84,Ship,Low,D,11.04,Germany,books_media,calculator
Camera - Amazon Product,Plastic,4.19,Air,Low,F,37.71,Japan,electronics,camera
Board Game - Amazon Product,Wood,0.23,Ship,Medium,A,0.09,Germany,books_media,board game
Smart Watch - Amazon Product,Plastic,3.81,Air,Low,F,34.29,South Korea,electronics,smart watch
Sunscreen - Amazon Product,Glass,0.37,Ship,High,B,0.31,France,health_beauty,sunscreen
Backpack - Amazon Product,Plastic,6.58,Ship,Low,D,39.48,Germany,sports_outdoors,backpack
T-Shirt - Amazon Product,Cotton,1.77,Ship,Medium,C,10.44,Bangladesh,clothing,t-shirt
Water Bottle - Amazon Product,Plastic,4.81,Ship,Low,D,28.86,Germany,sports_outdoors,water bottle
Storage Container - Amazon Product,Wood,0.23,Ship,Medium,A,0.09,Germany,home_kitchen,storage container
Sneakers - Amazon Product,Other,1.24,Ship,Low,D,3.72,Bangladesh,clothing,sneakers
Pen - Amazon Product,Paper,0.52,Ship,High,A+,0.57,China,books_media,pen
T-Shirt - Amazon Product,Polyester,1.01,Ship,Medium,D,9.6,Vietnam,clothing,t-shirt
Lamp - Amazon Product,Steel,1.34,Ship,High,C,3.35,Germany,home_kitchen,lamp
Board Game - Amazon Product,Plastic,0.52,Ship,Low,C,3.12,Germany,books_media,board game
Toothbrush - Amazon Product,Paper,0.44,Ship,High,A+,0.48,USA,health_beauty,toothbrush
Speaker - Amazon Product,Aluminum,1.22,Air,High,D,21.04,Japan,electronics,speaker
Marker - Amazon Product,Wood,1.21,Ship,Medium,B,0.48,UK,books_media,marker
Art Supplies - Amazon Product,Plastic,0.53,Ship,Low,C,3.18,China,books_media,art supplies
Sleeping Bag - Amazon Product,Other,4.2,Ship,Low,D,12.6,Germany,sports_outdoors,sleeping bag
Face Mask - Amazon Product,Glass,0.3,Ship,High,B,0.26,France,health_beauty,face mask
Belt - Amazon Product,Cotton,0.8,Ship,Medium,C,4.72,China,clothing,belt
Coffee Mug - Amazon Product,Steel,2.84,Ship,High,C,7.1,UK,home_kitchen,coffee mug
Lamp - Amazon Product,Wood,2.13,Ship,Medium,B,0.85,UK,home_kitchen,lamp
Protein Bar - Amazon Product,Other,2.14,Ship,Low,D,6.42,China,sports_outdoors,protein bar
Backpack - Amazon Product,Plastic,7.46,Ship,Low,D,44.76,China,sports_outdoors,backpack
Bike Helmet - Amazon Product,Other,1.71,Ship,Low,D,5.13,Germany,sports_outdoors,bike helmet
Art Supplies - Amazon Product,Plastic,1.34,Ship,Low,D,8.04,UK,books_media,art supplies
Book - Amazon Product,Wood,1.85,Ship,Medium,B,0.74,Germany,books_media,book
Kitchen Scale - Amazon Product,Plastic,1.99,Ship,Low,D,11.94,China,home_kitchen,kitchen scale
Water Bottle - Amazon Product,Plastic,3.85,Ship,Low,D,23.1,USA,sports_outdoors,water bottle
Soap - Amazon Product,Plastic,0.19,Ship,Low,C,1.14,China,health_beauty,soap
Marker - Amazon Product,Wood,0.94,Ship,Medium,A,0.38,Germany,books_media,marker
Water Bottle - Amazon Product,Plastic,9.42,Ship,Low,D,56.52,China,sports_outdoors,water bottle
Calculator - Amazon Product,Paper,0.83,Ship,High,A+,0.91,Germany,books_media,calculator
Phone Case - Amazon Product,Plastic,4.86,Air,Low,F,43.74,China,electronics,phone case
Board Game - Amazon Product,Paper,1.79,Ship,High,A,1.97,China,books_media,board game
Belt - Amazon Product,Cotton,0.18,Ship,Medium,C,1.06,Vietnam,clothing,belt
Soap - Amazon Product,Plastic,0.97,Ship,Low,C,5.82,France,health_beauty,soap
Face Mask - Amazon Product,Plastic,0.21,Ship,Low,C,1.26,USA,health_beauty,face mask
Backpack - Amazon Product,Other,6.56,Ship,Low,D,19.68,Germany,sports_outdoors,backpack
Book - Amazon Product,Wood,1.1,Ship,Medium,B,0.44,UK,books_media,book
Speaker - Amazon Product,Aluminum,1.56,Air,High,D,26.91,Japan,electronics,speaker
Sleeping Bag - Amazon Product,Rubber,5.52,Ship,Low,D,17.66,China,sports_outdoors,sleeping bag
Camera - Amazon Product,Plastic,4.83,Air,Low,F,43.47,Japan,electronics,camera
Tent - Amazon Product,Plastic,3.03,Ship,Low,D,18.18,China,sports_outdoors,tent
Bike Helmet - Amazon Product,Other,4.5,Ship,Low,D,13.5,USA,sports_outdoors,bike helmet
Smart Watch - Amazon Product,Aluminum,2.75,Air,High,D,47.44,China,electronics,smart watch
Marker - Amazon Product,Wood,0.27,Ship,Medium,A,0.11,UK,books_media,marker
Headphones - Amazon Product,Plastic,0.71,Air,Low,D,6.39,Japan,electronics,headphones
Sleeping Bag - Amazon Product,Rubber,1.15,Ship,Low,D,3.68,China,sports_outdoors,sleeping bag
Smart Watch - Amazon Product,Plastic,0.85,Air,Low,D,7.65,Japan,electronics,smart watch
Toaster - Amazon Product,Glass,2.02,Ship,High,C,1.72,China,home_kitchen,toaster
Smart Watch - Amazon Product,Plastic,4.01,Air,Low,F,36.09,China,electronics,smart watch
Bike Helmet - Amazon Product,Other,4.51,Ship,Low,D,13.53,Germany,sports_outdoors,bike helmet
Protein Bar - Amazon Product,Plastic,4.88,Ship,Low,D,29.28,USA,sports_outdoors,protein bar
Wallet - Amazon Product,Polyester,0.27,Ship,Medium,D,2.57,Vietnam,clothing,wallet
Shampoo - Amazon Product,Paper,0.39,Ship,High,A+,0.43,USA,health_beauty,shampoo
Cushion - Amazon Product,Wood,2.53,Ship,Medium,B,1.01,UK,home_kitchen,cushion
Sunscreen - Amazon Product,Glass,0.48,Ship,High,B,0.41,China,health_beauty,sunscreen
Moisturizer - Amazon Product,Paper,0.72,Ship,High,A+,0.79,USA,health_beauty,moisturizer
Moisturizer - Amazon Product,Paper,0.86,Ship,High,A+,0.95,USA,health_beauty,moisturizer
Cutting Board - Amazon Product,Plastic,1.83,Ship,Low,D,10.98,Germany,home_kitchen,cutting board
Jeans - Amazon Product,Polyester,1.14,Ship,Medium,D,10.83,Vietnam,clothing,jeans
Blender - Amazon Product,Plastic,2.88,Ship,Low,D,17.28,Germany,home_kitchen,blender
Wallet - Amazon Product,Other,0.99,Ship,Low,C,2.97,China,clothing,wallet
Cushion - Amazon Product,Wood,1.87,Ship,Medium,B,0.75,Germany,home_kitchen,cushion
Charger - Amazon Product,Steel,0.75,Air,High,C,2.81,Japan,electronics,charger
Razor - Amazon Product,Paper,0.47,Ship,High,A+,0.52,USA,health_beauty,razor
Board Game - Amazon Product,Paper,1.96,Ship,High,A,2.16,Germany,books_media,board game
Notebook - Amazon Product,Wood,1.82,Ship,Medium,B,0.73,Germany,books_media,notebook
Hat - Amazon Product,Cotton,1.68,Ship,Medium,C,9.91,Bangladesh,clothing,hat
Shampoo - Amazon Product,Paper,0.27,Ship,High,A+,0.3,China,health_beauty,shampoo
Blanket - Amazon Product,Glass,1.04,Ship,High,B,0.88,Germany,home_kitchen,blanket
Mouse - Amazon Product,Aluminum,1.54,Air,High,D,26.57,Japan,electronics,mouse
Kitchen Scale - Amazon Product,Wood,0.22,Ship,Medium,A,0.09,China,home_kitchen,kitchen scale
Coffee Mug - Amazon Product,Wood,1.48,Ship,Medium,B,0.59,UK,home_kitchen,coffee mug
Shampoo - Amazon Product,Plastic,0.84,Ship,Low,C,5.04,China,health_beauty,shampoo
Phone Case - Amazon Product,Plastic,0.76,Air,Low,D,6.84,China,electronics,phone case
Phone Case - Amazon Product,Steel,2.32,Air,High,D,8.7,China,electronics,phone case
Pen - Amazon Product,Plastic,0.74,Ship,Low,C,4.44,Germany,books_media,pen
Sunscreen - Amazon Product,Paper,0.67,Ship,High,A+,0.74,China,health_beauty,sunscreen
Razor - Amazon Product,Paper,0.43,Ship,High,A+,0.47,France,health_beauty,razor
Laptop - Amazon Product,Aluminum,4.92,Air,High,D,84.87,China,electronics,laptop
Smart Watch - Amazon Product,Plastic,3.66,Air,Low,F,32.94,China,electronics,smart watch
Board Game - Amazon Product,Plastic,1.18,Ship,Low,D,7.08,Germany,books_media,board game
Hat - Amazon Product,Other,1.46,Ship,Low,D,4.38,Bangladesh,clothing,hat
Keyboard - Amazon Product,Plastic,0.87,Air,Low,D,7.83,South Korea,electronics,keyboard
Sleeping Bag - Amazon Product,Plastic,2.34,Ship,Low,D,14.04,China,sports_outdoors,sleeping bag
Calculator - Amazon Product,Paper,0.84,Ship,High,A+,0.92,Germany,books_media,calculator
Board Game - Amazon Product,Paper,0.64,Ship,High,A+,0.7,UK,books_media,board game
Notebook - Amazon Product,Wood,1.63,Ship,Medium,B,0.65,China,books_media,notebook
Shampoo - Amazon Product,Glass,0.49,Ship,High,B,0.42,China,health_beauty,shampoo
Soap - Amazon Product,Plastic,0.92,Ship,Low,C,5.52,USA,health_beauty,soap
Jeans - Amazon Product,Cotton,0.83,Ship,Medium,C,4.9,Bangladesh,clothing,jeans
Coffee Mug - Amazon Product,Plastic,2.7,Ship,Low,D,16.2,Germany,home_kitchen,coffee mug
Board Game - Amazon Product,Plastic,1.34,Ship,Low,D,8.04,China,books_media,board game
Keyboard - Amazon Product,Steel,0.5,Air,High,C,1.88,Japan,electronics,keyboard
Jeans - Amazon Product,Other,1.55,Ship,Low,D,4.65,Vietnam,clothing,jeans
Dress - Amazon Product,Cotton,0.62,Ship,Medium,C,3.66,Vietnam,clothing,dress
Headphones - Amazon Product,Plastic,1.7,Air,Low,F,15.3,Japan,electronics,headphones
Soap - Amazon Product,Glass,0.24,Ship,High,B,0.2,France,health_beauty,soap
Water Bottle - Amazon Product,Rubber,0.3,Ship,Low,C,0.96,China,sports_outdoors,water bottle
Toaster - Amazon Product,Glass,0.25,Ship,High,B,0.21,UK,home_kitchen,toaster
Planner - Amazon Product,Plastic,1.21,Ship,Low,D,7.26,China,books_media,planner
Protein Powder - Amazon Product,Glass,0.85,Ship,High,B,0.72,China,health_beauty,protein powder
Belt - Amazon Product,Polyester,1.47,Ship,Medium,D,13.96,China,clothing,belt
Soap - Amazon Product,Paper,0.52,Ship,High,A+,0.57,France,health_beauty,soap
Blender - Amazon Product,Plastic,1.6,Ship,Low,D,9.6,Germany,home_kitchen,blender
Sleeping Bag - Amazon Product,Rubber,6.02,Ship,Low,D,19.26,Germany,sports_outdoors,sleeping bag
Headphones - Amazon Product,Plastic,2.93,Air,Low,F,26.37,China,electronics,headphones
Lamp - Amazon Product,Glass,2.61,Ship,High,C,2.22,UK,home_kitchen,lamp
Razor - Amazon Product,Plastic,0.85,Ship,Low,C,5.1,USA,health_beauty,razor
Face Mask - Amazon Product,Plastic,0.33,Ship,Low,C,1.98,USA,health_beauty,face mask
T-Shirt - Amazon Product,Other,0.28,Ship,Low,C,0.84,China,clothing,t-shirt
Laptop - Amazon Product,Steel,1.64,Air,High,D,6.15,South Korea,electronics,laptop
Smart Watch - Amazon Product,Steel,4.56,Air,High,D,17.1,Japan,electronics,smart watch
Toothbrush - Amazon Product,Glass,0.83,Ship,High,B,0.71,France,health_beauty,toothbrush
Protein Bar - Amazon Product,Steel,8.23,Ship,High,C,20.58,USA,sports_outdoors,protein bar
Blanket - Amazon Product,Steel,2.4,Ship,High,C,6.0,Germany,home_kitchen,blanket
Toaster - Amazon Product,Glass,1.23,Ship,High,B,1.05,China,home_kitchen,toaster
Vitamin - Amazon Product,Paper,0.32,Ship,High,A+,0.35,China,health_beauty,vitamin
Yoga Mat - Amazon Product,Other,8.24,Ship,Low,D,24.72,Germany,sports_outdoors,yoga mat
Sweater - Amazon Product,Cotton,0.16,Ship,Medium,C,0.94,China,clothing,sweater
Dress - Amazon Product,Cotton,0.83,Ship,Medium,C,4.9,China,clothing,dress
Toothbrush - Amazon Product,Plastic,0.54,Ship,Low,C,3.24,USA,health_beauty,toothbrush
Calculator - Amazon Product,Wood,0.48,Ship,Medium,A,0.19,Germany,books_media,calculator
Planner - Amazon Product,Plastic,0.79,Ship,Low,C,4.74,UK,books_media,planner
Perfume - Amazon Product,Paper,0.15,Ship,High,A+,0.17,USA,health_beauty,perfume
Book - Amazon Product,Plastic,1.32,Ship,Low,D,7.92,China,books_media,book
Sleeping Bag - Amazon Product,Plastic,0.93,Ship,Low,C,5.58,USA,sports_outdoors,sleeping bag
Phone Case - Amazon Product,Steel,3.16,Air,High,D,11.85,Japan,electronics,phone case
Coffee Mug - Amazon Product,Wood,2.29,Ship,Medium,B,0.92,China,home_kitchen,coffee mug
Protein Powder - Amazon Product,Plastic,0.75,Ship,Low,C,4.5,China,health_beauty,protein powder
Sleeping Bag - Amazon Product,Plastic,1.04,Ship,Low,D,6.24,Germany,sports_outdoors,sleeping bag
Water Bottle - Amazon Product,Rubber,7.42,Ship,Low,D,23.74,Germany,sports_outdoors,water bottle
Charger - Amazon Product,Steel,1.9,Air,High,D,7.12,Japan,electronics,charger
Bike Helmet - Amazon Product,Other,2.04,Ship,Low,D,6.12,Germany,sports_outdoors,bike helmet
Headphones - Amazon Product,Aluminum,3.26,Air,High,D,56.23,South Korea,electronics,headphones
Cushion - Amazon Product,Plastic,2.85,Ship,Low,D,17.1,China,home_kitchen,cushion
Water Bottle - Amazon Product,Plastic,5.49,Ship,Low,D,32.94,USA,sports_outdoors,water bottle
Mouse - Amazon Product,Steel,4.97,Air,High,D,18.64,South Korea,electronics,mouse
Kitchen Scale - Amazon Product,Plastic,2.91,Ship,Low,D,17.46,China,home_kitchen,kitchen scale
Blanket - Amazon Product,Steel,2.14,Ship,High,C,5.35,UK,home_kitchen,blanket
Soap - Amazon Product,Glass,0.23,Ship,High,B,0.2,China,health_beauty,soap
Camera - Amazon Product,Plastic,0.24,Air,Low,D,2.16,Japan,electronics,camera
Art Supplies - Amazon Product,Paper,1.71,Ship,High,A,1.88,Germany,books_media,art supplies
Kitchen Scale - Amazon Product,Steel,0.5,Ship,High,B,1.25,UK,home_kitchen,kitchen scale
Jacket - Amazon Product,Other,0.16,Ship,Low,C,0.48,Vietnam,clothing,jacket
Cutting Board - Amazon Product,Plastic,2.49,Ship,Low,D,14.94,Germany,home_kitchen,cutting board
Speaker - Amazon Product,Steel,1.53,Air,High,D,5.74,South Korea,electronics,speaker
Sweater - Amazon Product,Other,0.68,Ship,Low,C,2.04,Vietnam,clothing,sweater
Storage Container - Amazon Product,Steel,1.8,Ship,High,C,4.5,UK,home_kitchen,storage container
Sleeping Bag - Amazon Product,Plastic,4.73,Ship,Low,D,28.38,USA,sports_outdoors,sleeping bag
Dumbbell - Amazon Product,Other,8.96,Ship,Low,D,26.88,Germany,sports_outdoors,dumbbell
Dress - Amazon Product,Polyester,1.83,Ship,Medium,D,17.39,Bangladesh,clothing,dress
Perfume - Amazon Product,Plastic,0.97,Ship,Low,C,5.82,USA,health_beauty,perfume
Speaker - Amazon Product,Steel,3.73,Air,High,D,13.99,China,electronics,speaker
Marker - Amazon Product,Paper,1.52,Ship,High,A,1.67,Germany,books_media,marker
Belt - Amazon Product,Polyester,0.16,Ship,Medium,D,1.52,Vietnam,clothing,belt
Sleeping Bag - Amazon Product,Rubber,5.22,Ship,Low,D,16.7,China,sports_outdoors,sleeping bag
Hat - Amazon Product,Polyester,0.86,Ship,Medium,D,8.17,China,clothing,hat
Cushion - Amazon Product,Plastic,0.5,Ship,Low,C,3.0,Germany,home_kitchen,cushion
Toothbrush - Amazon Product,Plastic,0.86,Ship,Low,C,5.16,France,health_beauty,toothbrush
Notebook - Amazon Product,Wood,0.65,Ship,Medium,A,0.26,UK,books_media,notebook
Sweater - Amazon Product,Cotton,1.36,Ship,Medium,C,8.02,China,clothing,sweater
Moisturizer - Amazon Product,Glass,0.69,Ship,High,B,0.59,USA,health_beauty,moisturizer
Mouse - Amazon Product,Plastic,1.06,Air,Low,F,9.54,South Korea,electronics,mouse
Belt - Amazon Product,Polyester,0.62,Ship,Medium,D,5.89,China,clothing,belt
Kitchen Scale - Amazon Product,Steel,0.28,Ship,High,B,0.7,China,home_kitchen,kitchen scale
Book - Amazon Product,Wood,1.24,Ship,Medium,B,0.5,China,books_media,book
Sunscreen - Amazon Product,Glass,0.05,Ship,High,B,0.04,France,health_beauty,sunscreen
Headphones - Amazon Product,Aluminum,1.84,Air,High,D,31.74,China,electronics,headphones
Keyboard - Amazon Product,Steel,1.26,Air,High,D,4.72,South Korea,electronics,keyboard
Backpack - Amazon Product,Steel,9.53,Ship,High,C,23.82,Germany,sports_outdoors,backpack
Water Bottle - Amazon Product,Wood,0.74,Ship,Medium,A,0.3,UK,home_kitchen,water bottle
Notebook - Amazon Product,Plastic,1.08,Ship,Low,D,6.48,UK,books_media,notebook
Headphones - Amazon Product,Aluminum,2.65,Air,High,D,45.71,China,electronics,headphones
Jeans - Amazon Product,Other,0.81,Ship,Low,C,2.43,China,clothing,jeans
Cutting Board - Amazon Product,Plastic,2.1,Ship,Low,D,12.6,UK,home_kitchen,cutting board
Planner - Amazon Product,Wood,1.68,Ship,Medium,B,0.67,Germany,books_media,planner
Calculator - Amazon Product,Wood,1.1,Ship,Medium,B,0.44,Germany,books_media,calculator
Planner - Amazon Product,Wood,1.14,Ship,Medium,B,0.46,UK,books_media,planner
Coffee Mug - Amazon Product,Steel,2.92,Ship,High,C,7.3,UK,home_kitchen,coffee mug
Marker - Amazon Product,Plastic,0.35,Ship,Low,C,2.1,China,books_media,marker
Mouse - Amazon Product,Plastic,4.26,Air,Low,F,38.34,China,electronics,mouse
Tent - Amazon Product,Rubber,5.45,Ship,Low,D,17.44,China,sports_outdoors,tent
Planner - Amazon Product,Paper,0.81,Ship,High,A+,0.89,China,books_media,planner
Calculator - Amazon Product,Wood,1.52,Ship,Medium,B,0.61,Germany,books_media,calculator
Tablet - Amazon Product,Steel,4.89,Air,High,D,18.34,China,electronics,tablet
Protein Bar - Amazon Product,Other,6.72,Ship,Low,D,20.16,USA,sports_outdoors,protein bar
Tent - Amazon Product,Other,1.41,Ship,Low,D,4.23,Germany,sports_outdoors,tent
Jacket - Amazon Product,Other,1.93,Ship,Low,D,5.79,China,clothing,jacket
Tablet - Amazon Product,Plastic,1.64,Air,Low,F,14.76,China,electronics,tablet
Soap - Amazon Product,Plastic,0.92,Ship,Low,C,5.52,France,health_beauty,soap
Marker - Amazon Product,Wood,0.84,Ship,Medium,A,0.34,UK,books_media,marker
Jacket - Amazon Product,Other,0.98,Ship,Low,C,2.94,China,clothing,jacket
Wallet - Amazon Product,Polyester,0.26,Ship,Medium,D,2.47,Bangladesh,clothing,wallet
Puzzle - Amazon Product,Wood,1.14,Ship,Medium,B,0.46,UK,books_media,puzzle
Protein Powder - Amazon Product,Plastic,0.36,Ship,Low,C,2.16,France,health_beauty,protein powder
